"name_tbl","name_fld","format_4_01","format_4_07","is_active_format_4_07"
s_local_company_company_authorized_capital_info,svustkap_svedumuk_datares,,Файл^Документ^СвЮЛ^СвУстКап^СведУмУК^@ДатаРеш,true
s_local_company_company_authorized_capital_info,svustkap_svedumuk_grndata_grn,,Файл^Документ^СвЮЛ^СвУстКап^СведУмУК^ГРНДата^@ГРН,true
s_local_company_company_authorized_capital_info,svustkap_svedumuk_grndata_valid_from,,Файл^Документ^СвЮЛ^СвУстКап^СведУмУК^ГРНДата^@ДатаЗаписи,true
s_local_company_company_authorized_capital_info,local_company_pk,,hash_func,true
s_local_company_company_authorized_capital_info,rec_src,,EGRUL,true
s_local_company_company_authorized_capital_info,load_dtm,,now_f,true
s_local_company_managing_organization_info,svuprorg_grndataperv_grn,,Файл^Документ^СвЮЛ^СвУпрОрг^ГРНДатаПерв^@ГРН,true
s_local_company_managing_organization_info,svuprorg_grndataperv_valid_from,,Файл^Документ^СвЮЛ^СвУпрОрг^ГРНДатаПерв^@ДатаЗаписи,true
s_local_company_managing_organization_info,svuprorg_predinul_svfl_grndata_grn,,,false
s_local_company_managing_organization_info,svuprorg_naiminnul_naimulpoln,,Файл^Документ^СвЮЛ^СвУпрОрг^НаимИННЮЛ^@НаимЮЛПолн,true
s_local_company_managing_organization_info,svuprorg_naiminnul_inn,,Файл^Документ^СвЮЛ^СвУпрОрг^НаимИННЮЛ^@ИНН,true
s_local_company_managing_organization_info,svuprorg_predinul_svfl_grndata_valid_from,,,false
s_local_company_managing_organization_info,svuprorg_svneddanuprorg_priznneddanuprorg,,Файл^Документ^СвЮЛ^СвУпрОрг^СвНедДанУпрОрг^@ПризнНедДанУпрОрг,true
s_local_company_attorney_info,rec_src,,EGRUL,true
s_local_company_attorney_info,load_dtm,,now_f,true
s_local_company_managing_organization_info,svuprorg_svneddanuprorg_tekstneddanuprorg,,Файл^Документ^СвЮЛ^СвУпрОрг^СвНедДанУпрОрг^@ТекстНедДанУпрОрг,true
s_local_company_managing_organization_info,svuprorg_svneddanuprorg_grndata_grn,,Файл^Документ^СвЮЛ^СвУпрОрг^СвНедДанУпрОрг^ГРНДата^@ГРН,true
s_local_company_managing_organization_info,svuprorg_predinul_svfl_grndata_valid_from,,Файл^Документ^СвЮЛ^СвУпрОрг^СвНедДанУпрОрг^ГРНДата^@ДатаЗаписи,true
s_local_company_managing_organization_info,svuprorg_svregin_adrstr,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^@АдрСтр,true
s_local_company_managing_organization_info,svuprorg_naiminnul_grndata_valid_from,,Файл^Документ^СвЮЛ^СвУпрОрг^НаимИННЮЛ^ГРНДата^@ДатаЗаписи,true
s_local_company_managing_organization_info,svuprorg_predinul_grndataperv_grn,,,false
s_local_company_managing_organization_info,svuprorg_predinul_grndataperv_valid_from,,,false
s_local_company_managing_organization_info,svuprorg_predinul_svfl_innfl,,,false
s_local_company_managing_organization_info,svuprorg_predinul_svfl_ima,,,false
s_local_company_managing_organization_info,svuprorg_predinul_svfl_otcestvo,,,false
s_local_company_managing_organization_info,svuprorg_predinul_svfl_familia,,,false
s_local_company_managing_organization_info,svuprorg_svregin_datareg,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^@ДатаРег,true
s_local_company_managing_organization_info,svuprorg_svregin_naimstran,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^@НаимСтран,true
s_local_company_managing_organization_info,svuprorg_svregin_naimregorg,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^@НаимРегОрг,true
s_local_company_managing_organization_info,svuprorg_svregin_oksm,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^@ОКСМ,true
s_local_company_managing_organization_info,svuprorg_svregin_regnomer,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^@РегНомер,true
s_local_company_managing_organization_info,svuprorg_svregin_grndata_grn,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^ГРНДата^@ГРН,true
s_local_company_managing_organization_info,svuprorg_svregin_grndata_valid_from,,Файл^Документ^СвЮЛ^СвУпрОрг^СвРегИн^ГРНДата^@ДатаЗаписи,true
